OBJECTID,AREA_S_CD,Neighbourhood,Assault_2014,AutoTheft_2014,BreakandEnter_2014,Robbery_2014,TheftOver_2014,Homicide_2014,Total_2014,Assault_2015,AutoTheft_2015,BreakandEnter_2015,Robbery_2015,TheftOver_2015,Homicide_2015,Total_2015,Assault_2016,AutoTheft_2016,BreakandEnter_2016,Robbery_2016,TheftOver_2016,Homicide_2016,Total_2016,Assault_2017,AutoTheft_2017,BreakandEnter_2017,Robbery_2017,TheftOver_2017,Homicide_2017,Total_2017,Assault_AVG,AutoTheft_AVG,BreakandEnter_AVG,Robbery_AVG,TheftOver_AVG,Homicide_AVG,Total_AVG,Assault_ch,AutoTheft_ch,BreakandEnter_ch,Robbery_ch,TheftOver_ch,Homicide_ch,Total_ch,Population,Assault_Rate,AutoTheft_Rate,BreakandEnter_Rate,Robbery_Rate,TheftOver_Rate,Homicide_Rate,Total_Rate,Shape__Area,Shape__Length
69,112,Beechborough-Greenbrook (112),69,11,24,26,2,0,132,69,8,19,10,4,0,110,64,13,16,29,3,0,125,68,14,22,14,2,0,120,68,12,20,20,3,0,122,0.06,0.08,0.38,-0.52,-0.33,N/A,-0.04,2528,2689.87341772152,474.683544303797,791.139240506329,791.139240506329,118.670886075949,0,4825.94936708861,1833616.58056641,6414.7580051843
70,088,High Park North (88),94,13,18,31,6,1,163,122,11,71,31,2,0,237,123,8,28,35,3,0,197,124,8,51,40,3,0,226,116,10,42,34,4,0,206,0.01,0,0.82,0.14,0,N/A,0.15,12012,965.700965700966,83.2500832500833,349.65034965035,283.050283050283,33.3000333000333,0,1714.95171495171,1882301.6237793,6319.79310537919
71,087,High Park-Swansea (87),60,13,31,15,6,0,125,77,14,38,27,3,0,159,63,8,30,10,4,0,115,62,13,36,16,7,0,134,66,12,34,17,5,0,133,-0.02,0.63,0.2,0.6,0.75,N/A,0.17,28462,231.888131543813,42.1614784625114,119.457522310449,59.7287611552245,17.5672826927131,0,467.289719626168,5357995.3425293,10614.3470062343
72,134,Highland Creek (134),89,31,30,23,4,0,177,83,14,40,34,5,1,177,89,9,36,15,2,0,151,102,18,31,20,2,0,173,91,18,34,23,3,0,170,0.15,1,-0.14,0.33,0,N/A,0.15,7826,1162.79069767442,230.002555583951,434.449271658574,293.892154357271,38.3337592639918,0,2172.24635829287,5248252.28857422,9915.12683517537
73,074,North St.James Town (74),164,20,75,32,7,2,300,184,9,84,30,3,2,312,183,17,62,25,12,0,299,165,14,60,36,12,0,287,174,15,70,31,9,1,300,-0.1,-0.18,-0.03,0.44,0,N/A,-0.04,13513,1287.64893065937,111.00421816029,518.01968474802,229.408717531266,66.602530896174,7.40028121068601,2220.0843632058,424193.269042969,2574.42423821559
74,121,Oakridge (121),160,21,60,47,3,0,291,166,18,70,41,6,1,302,148,11,59,31,11,0,260,165,13,74,37,2,0,291,160,16,66,39,6,0,286,0.11,0.18,0.25,0.19,-0.82,N/A,0.12,17477,915.488928305773,91.5488928305773,377.639182926132,223.150426274532,34.3308348114665,0,1636.43645934657,1878621.80297852,7808.94762322006
75,098,Rosedale-Moore Park (98),129,12,123,28,8,0,300,149,28,51,29,12,0,269,179,15,81,27,10,0,312,183,8,97,38,14,0,340,160,16,88,31,11,0,305,0.02,-0.47,0.2,0.41,0.4,N/A,0.09,26195,610.803588471082,61.0803588471082,335.941973659095,118.343195266272,41.9927467073869,0,1164.344340523,4668978.75195313,9663.22667249073
76,107,Oakwood Village (107),93,15,21,25,1,2,157,98,9,29,12,2,0,150,106,21,23,20,2,0,172,90,8,36,20,4,0,158,97,13,27,19,2,1,159,-0.15,-0.62,0.57,0,1,N/A,-0.08,28525,340.052585451358,45.5740578439965,94.6538124452235,66.6082383873795,7.011393514461,3.5056967572305,557.405784399649,2219412.70947266,6334.93728923913
77,119,Wexford/Maryvale (119),244,56,125,54,16,2,497,262,49,94,40,19,0,464,250,50,84,27,14,2,427,234,70,89,46,14,0,453,248,56,98,42,16,1,460,-0.06,0.4,0.06,0.7,0,-100%,0.06,46468,533.700611173281,120.513041232676,210.897822157183,90.3847809245072,34.4322974950504,2.15201859344065,989.928552982698,10264314.5817871,14186.8338592656
78,138,Eglinton East (138),216,21,43,81,8,0,369,203,25,78,53,4,0,363,223,23,72,49,7,0,374,227,36,73,43,2,1,382,217,26,67,57,5,0,372,0.02,0.57,0.01,-0.12,-0.71,N/A,0.02,6306,3441.16714240406,412.305740564542,1062.48017760863,903.901046622265,79.2895654931811,0,5899.14367269267,3223329.19628906,10013.0500929296
79,005,Elms-Old Rexdale (5),45,9,11,18,2,0,85,59,19,20,11,1,0,110,75,17,13,23,0,0,128,69,14,12,26,2,2,125,62,15,14,20,1,1,112,-0.08,-0.18,-0.08,0.13,,N/A,-0.02,3517,1762.86607904464,426.499857833381,398.066533977822,568.666477111174,28.4333238555587,28.4333238555587,3184.53227182258,2931291.41601563,9356.88783223699
80,129,Agincourt North (129),72,15,52,35,1,1,176,81,29,57,38,6,0,211,82,17,56,18,4,0,177,69,31,58,24,11,0,193,76,23,56,29,6,0,189,-0.16,0.82,0.04,0.33,1.75,N/A,0.09,31528,241.055569652373,72.9510276579548,177.619893428064,91.9817305252474,19.0307028672926,0,599.467140319716,7262188.52563477,12381.4881038504
81,128,Agincourt South-Malvern West (128),105,30,71,25,19,0,250,106,29,62,27,9,0,233,129,29,59,34,12,0,263,116,34,96,32,14,0,292,114,31,72,30,14,0,260,-0.1,0.17,0.63,-0.06,0.17,N/A,0.11,28410,401.267159450898,109.116508271735,253.431890179514,105.596620908131,49.2784230904611,0,915.170714537135,7873493.25830078,15386.8151456932
82,032,Englemount-Lawrence (32),59,26,34,27,4,0,150,69,20,39,12,2,0,142,114,22,44,35,3,0,218,96,28,39,21,8,0,192,85,24,39,24,4,0,176,-0.16,0.27,-0.11,-0.4,1.67,N/A,-0.12,23568,360.658520027155,101.83299389002,165.478615071283,101.83299389002,16.9721656483367,0,746.775288526816,3478188.59155273,8311.87160311335
83,011,Eringate-Centennial-West Deane (11),59,28,43,20,6,0,156,65,24,28,20,4,0,141,65,30,30,15,3,0,143,61,29,20,18,3,0,131,63,28,30,18,4,0,143,-0.06,-0.03,-0.33,0.2,0,N/A,-0.08,7258,868.007715624139,385.781206944062,413.337007440066,248.00220446404,55.1116009920088,0,1970.23973546432,8645710.70166016,15361.5091184331
84,117,L'Amoreaux (117),122,17,70,54,5,0,268,162,20,85,45,10,0,322,173,28,53,42,5,2,303,184,25,84,37,7,1,338,160,23,73,45,7,1,308,0.06,-0.11,0.58,-0.12,0.4,-50%,0.12,29728,538.213132400431,77.3681377825619,245.559741657696,151.372443487621,23.5468245425188,3.36383207750269,1036.06027987083,7154924.43139648,12565.6546804536
85,042,Banbury-Don Mills (42),60,19,60,12,10,0,161,72,18,82,27,12,0,211,81,7,56,14,10,0,168,110,14,60,10,6,0,200,81,15,65,16,10,0,185,0.36,1,0.07,-0.29,-0.4,N/A,0.19,40704,198.997641509434,36.8514150943396,159.689465408805,39.3081761006289,24.5676100628931,0,454.500786163522,10041865.4177246,18165.4908958011
86,034,Bathurst Manor (34),64,39,44,10,5,0,162,54,26,44,9,7,0,140,97,27,42,13,7,0,186,80,30,46,17,10,0,183,74,31,44,12,7,0,168,-0.18,0.11,0.1,0.31,0.43,N/A,-0.02,11733,630.699735787949,264.212051478735,375.010653711753,102.275632830478,59.6607858177789,0,1431.85885962669,4760489.03295898,14569.758435638
87,020,Alderwood (20),45,9,23,5,7,1,90,47,19,27,6,3,0,102,39,17,26,11,10,0,103,21,14,23,6,7,0,71,38,15,25,7,7,0,92,-0.46,-0.18,-0.12,-0.45,-0.3,N/A,-0.31,9271,409.880271815338,161.794844137634,269.658073562722,75.5042605975623,75.5042605975623,0,992.341710710819,4978477.15429688,9168.6761448685
88,072,Regent Park (72),117,9,41,22,8,1,198,118,12,32,15,6,0,183,121,4,28,21,3,1,178,131,10,29,17,2,3,192,122,9,33,19,5,1,188,0.08,1.5,0.04,-0.19,-0.33,200%,0.08,11243,1085.119629992,80.0498087699013,293.515965489638,168.994040736458,44.4721159832785,8.8944231966557,1672.15156097127,650289.991210938,3258.93194509025
89,127,Bendale (127),209,48,109,71,9,1,447,230,51,61,77,11,0,430,260,50,62,67,14,3,456,276,41,68,81,18,0,484,244,48,75,74,13,1,454,0.06,-0.18,0.1,0.21,0.29,-100%,0.06,38656,631.208609271523,124.172185430464,194.019039735099,191.432119205298,33.6299668874172,2.58692052980132,1174.4619205298,7456650.18896484,13175.1207642703
90,122,Birchcliffe-Cliffside (122),141,12,72,16,3,0,244,130,18,80,26,5,1,260,198,16,75,24,6,0,319,161,11,82,12,6,1,273,158,14,77,20,5,1,274,-0.19,-0.31,0.09,-0.5,0,N/A,-0.14,26036,606.852051006299,53.7717007220771,295.744353971424,76.816715317253,19.2041788293133,3.84083576586265,1052.38899984637,6009176.12695313,14693.5321168114
91,091,Weston-Pellam Park (91),93,22,27,10,4,1,157,96,15,21,13,4,1,150,85,18,17,16,8,1,145,75,7,8,10,1,0,101,87,16,18,12,4,1,138,-0.12,-0.61,-0.53,-0.38,-0.88,-100%,-0.3,17338,501.787980159188,92.2828469258277,103.818202791556,69.2121351943707,23.0707117314569,5.76767793286423,795.939554735264,1460610.16894531,5535.34693589234
92,026,Downsview-Roding-CFB (26),318,83,89,64,14,1,569,342,92,73,62,12,0,581,343,85,52,47,11,1,539,394,79,57,62,19,2,613,349,85,68,59,14,1,576,0.15,-0.07,0.1,0.32,0.73,100%,0.14,26915,1296.67471670072,315.809028422813,252.64722273825,219.208619728776,52.0156046814044,3.71540033438603,2140.07059260635,14992611.0112305,21300.7600056834
93,114,Lambton Baby Point (114),17,5,12,1,0,0,35,30,5,12,1,2,0,50,14,1,7,5,1,0,28,18,7,9,2,0,0,36,20,5,10,2,1,0,37,0.29,6,0.29,-0.6,-1,N/A,0.29,3775,529.801324503311,132.450331125828,264.900662251656,52.9801324503311,26.4900662251656,0,980.132450331126,1781900.89819336,8088.35442567669
94,076,Bay Street Corridor (76),388,15,75,58,42,1,579,484,24,120,37,27,2,694,466,22,85,61,34,1,669,562,18,131,57,38,0,806,475,20,103,53,35,1,687,0.21,-0.18,0.54,-0.07,0.12,-100%,0.2,12877,3688.74737904792,155.315679117807,799.875747456706,411.586549662188,271.802438456162,7.76578395589035,5335.09357769667,1809306.05932617,6933.06211458745
95,024,Black Creek (24),249,51,29,58,10,0,397,253,51,28,45,5,0,382,297,56,28,49,8,1,439,265,39,28,60,19,0,411,266,49,28,53,11,0,407,-0.11,-0.3,0,0.22,1.38,-100%,-0.06,17241,1542.83394234673,284.206252537556,162.403572878603,307.406762948785,63.8014036308799,0,2360.65193434256,3453918.50146484,8441.52264907058
96,051,Willowdale East (51),154,37,88,27,11,0,317,180,27,77,32,12,0,328,186,50,80,39,16,0,371,203,26,100,58,22,0,409,181,35,86,39,15,0,356,0.09,-0.48,0.25,0.49,0.38,N/A,0.1,56941,317.872885969688,61.4671326460723,151.033525930349,68.4919478056234,26.3430568483167,0,625.208549200049,5061150.8046875,9482.41555071223
97,037,Willowdale West (37),52,8,30,10,3,0,103,77,13,12,0,3,0,105,61,10,33,5,3,0,112,48,11,27,11,1,1,99,60,11,26,7,3,0,105,-0.21,0.1,-0.18,1.2,-0.67,N/A,-0.12,6954,862.812769628991,158.182341098648,373.885533505896,100.661489790049,43.1406384814495,0,1509.92234685073,2883478.93505859,7476.95776855073
98,131,Rouge (131),194,64,75,31,12,1,377,189,56,79,40,10,0,374,169,22,79,37,14,0,321,216,42,71,51,14,4,398,192,46,76,40,13,1,368,0.28,0.91,-0.1,0.38,0,N/A,0.24,63639,301.701786640268,72.2827197158975,119.423623878439,62.8545388833891,20.4277251371015,1.57136347208473,578.26175772718,37535802.6435547,36134.4393080871
99,002,Mount Olive-Silverstone-Jamestown (2),251,67,28,77,6,2,431,239,58,38,107,5,3,450,283,44,34,115,3,1,480,286,48,40,88,1,0,463,265,54,35,97,4,2,456,0.01,0.09,0.18,-0.23,-0.67,-100%,-0.04,33484,791.422769083741,161.271054832159,104.527535539362,289.690598494804,11.9460040616414,5.97300203082069,1361.84446302712,4637675.93139648,12954.780979691
100,071,Cabbagetown-South St.James Town (71),95,11,83,14,4,2,209,101,9,75,22,5,0,212,126,10,54,25,7,0,222,118,12,62,44,7,0,243,110,11,69,26,6,1,222,-0.06,0.2,0.15,0.76,0,N/A,0.09,26421,416.335490708149,41.6335490708149,261.15589871693,98.406570531017,22.7092085840808,3.78486809734681,840.240717610991,1417944.17529297,5759.12951244922
101,099,Mount Pleasant East (99),40,7,27,2,2,0,78,41,4,17,6,4,0,72,23,10,14,3,2,0,52,48,13,30,7,3,0,101,38,9,22,5,3,0,76,1.09,0.3,1.14,1.33,0.5,N/A,0.94,33503,113.422678566099,26.8632659761812,65.6657612751097,14.924036653434,8.95442199206041,0,226.845357132197,3088929.06616211,11249.8592220016
102,104,Mount Pleasant West (104),123,12,61,19,9,0,224,135,5,79,24,8,0,251,137,6,40,20,4,1,208,156,9,55,16,4,0,240,138,8,59,20,6,0,231,0.14,0.5,0.38,-0.2,0,-100%,0.15,15234,905.868452146514,52.5141131679139,387.291584613365,131.285282919785,39.3855848759354,0,1516.34501772351,1343255.546875,5182.32404392955
103,069,Blake-Jones (69),63,2,15,11,1,0,92,39,6,27,10,0,0,82,61,2,15,9,1,1,89,47,6,13,15,1,0,82,53,4,18,11,1,0,86,-0.23,2,-0.13,0.67,0,-100%,-0.08,9167,578.16079415294,43.634776917203,196.356496127414,119.995636522308,10.9086942293008,0,938.147703719865,941218.879638672,4042.86857467751
104,004,Rexdale-Kipling (4),57,14,16,12,1,0,100,63,10,14,15,2,0,104,78,29,17,16,1,0,141,87,30,15,32,1,1,166,71,21,16,19,1,0,128,0.12,0.03,-0.12,1,0,N/A,0.18,6862,1034.68376566599,306.033226464588,233.168172544448,276.887204896532,14.573010784028,0,1865.34538035558,2505699.03344727,7067.2331239432
105,062,East End-Danforth (62),193,21,88,35,4,3,344,211,16,97,35,10,0,369,166,22,87,39,12,0,326,178,26,71,39,9,0,323,187,21,86,37,9,1,341,0.07,0.18,-0.18,0,-0.25,N/A,-0.01,13115,1425.84826534502,160.121997712543,655.737704918033,282.119710255433,68.6237133053755,7.62485703393061,2600.07624857034,2638999.11523438,7372.19880815535
106,018,New Toronto (18),87,9,26,21,3,0,146,107,15,45,16,5,0,188,98,10,43,19,5,1,176,105,13,26,27,1,0,172,99,12,35,21,4,0,171,0.07,0.3,-0.4,0.42,-0.8,-100%,-0.02,8545,1158.57226448215,140.433001755413,409.596255119953,245.757753071972,46.8110005851375,0,2001.17027501463,3481394.35864258,11322.0286780947
107,080,Palmerston-Little Italy (80),92,14,40,27,8,0,181,82,15,44,15,1,0,157,71,19,34,15,4,0,143,80,21,38,10,5,0,154,81,17,39,17,5,0,159,0.13,0.11,0.12,-0.33,0.25,N/A,0.08,11436,708.289611752361,148.653375306051,341.02833158447,148.653375306051,43.721580972368,0,1390.3462749213,1435281.36791992,4967.56552150326
108,045,Parkwoods-Donalda (45),149,33,70,11,6,0,269,151,32,60,19,6,0,268,169,31,47,32,2,0,281,152,41,67,38,10,0,308,155,34,61,25,6,0,282,-0.1,0.32,0.43,0.19,4,N/A,0.1,30123,514.556983036218,112.870564020848,202.503070743286,82.9930617800352,19.9183348272084,0,936.161736878797,7464611.06567383,13452.364840208
109,023,Pelmo Park-Humberlea (23),58,28,29,12,3,0,130,38,31,16,25,6,0,116,51,22,28,14,4,1,120,46,46,33,21,6,0,152,48,32,27,18,5,0,130,-0.1,1.09,0.18,0.5,0.5,-100%,0.27,24883,192.902785033959,128.601856689306,108.507816581602,72.3385443877346,20.0940401077041,0,522.445042800305,4276291.35717773,13837.3704763542
110,067,Playter Estates-Danforth (67),68,7,45,22,1,0,143,60,9,48,17,2,0,136,89,8,41,14,4,0,156,93,7,23,9,4,0,136,78,8,39,16,3,0,143,0.04,-0.13,-0.44,-0.36,0,N/A,-0.13,5266,1481.20015191796,151.917964299278,740.600075958982,303.835928598557,56.9692366122294,0,2715.5336118496,887604.501220703,4501.85717211445
111,007,Willowridge-Martingrove-Richview (7),88,45,45,34,6,0,218,72,37,40,16,3,1,169,109,54,40,62,5,0,270,107,40,41,23,4,0,215,94,44,42,34,5,0,218,-0.02,-0.26,0.03,-0.63,-0.2,N/A,-0.2,27469,342.203938985766,160.180567184827,152.899632312789,123.775892824639,18.2023371800939,0,793.621901052095,5517557.22070313,12059.3175698391
112,137,Woburn (137),351,46,121,83,11,3,615,389,33,149,81,13,2,667,369,34,80,68,14,1,566,406,47,85,124,26,0,688,379,40,109,89,16,2,634,0.1,0.38,0.06,0.82,0.86,-100%,0.22,34912,1085.58661778185,114.573785517874,312.213565536205,254.926672777269,45.8295142071494,5.72868927589368,1815.9945004583,12334534.1447754,18111.5479888341
113,060,Woodbine-Lumsden (60),60,2,46,9,4,0,121,45,5,23,7,2,1,83,45,4,18,10,6,0,83,43,1,10,8,0,1,63,48,3,24,9,3,1,88,-0.04,-0.75,-0.44,-0.2,-1,N/A,-0.24,9183,522.704998366547,32.6690623979092,261.352499183273,98.0071871937275,32.6690623979092,10.8896874659697,958.292497005336,1196269.77416992,4871.21190677313
114,052,Bayview Village (52),88,25,49,7,10,0,179,108,16,35,5,8,0,172,86,15,37,12,5,0,155,69,21,40,8,8,0,146,88,19,40,8,8,0,163,-0.2,0.4,0.08,-0.33,0.6,N/A,-0.06,24547,358.495946551513,77.4025339145313,162.952702977961,32.5905405955921,32.5905405955921,0,664.03226463519,5159278.02270508,9504.27584388625
115,039,Bedford Park-Nortown (39),75,42,95,16,10,0,238,40,40,66,8,12,0,166,46,29,114,20,11,0,220,59,52,131,18,14,0,274,55,41,102,16,12,0,225,0.28,0.79,0.15,-0.1,0.27,N/A,0.25,13326,412.726999849917,307.669218069938,765.420981539847,120.066036319976,90.049527239982,0,1688.42863574966,5518388.07519531,12817.1498402244
116,111,Rockcliffe-Smythe (111),131,41,36,32,6,0,246,128,36,35,37,3,2,241,139,31,33,53,4,0,260,112,49,34,44,10,0,249,128,39,35,42,6,1,249,-0.19,0.58,0.03,-0.17,1.5,N/A,-0.04,33006,387.808277282918,118.160334484639,106.041325819548,127.249590983458,18.1785129976368,3.0297521662728,754.408289401927,5070803.99121094,11620.0148287566
117,041,Bridle Path-Sunnybrook-York Mills (41),20,3,35,1,6,0,65,27,12,37,2,1,0,79,15,10,49,2,4,0,80,25,5,62,1,6,0,99,22,8,46,2,4,0,81,0.67,-0.5,0.27,-0.5,0.5,N/A,0.24,9814,224.169553698798,81.5162013450173,468.71815773385,20.3790503362543,40.7581006725087,0,825.3515386183,8838672.9230957,15651.7013965571
118,047,Don Valley Village (47),121,47,83,42,8,2,303,141,27,50,32,6,0,256,136,25,65,22,8,0,256,124,30,31,18,11,0,214,131,32,57,29,8,1,257,-0.09,0.2,-0.52,-0.18,0.38,N/A,-0.16,33970,385.634383279364,94.2007653812187,167.795113335296,85.3694436267295,23.5501913453047,2.94377391816309,756.549896967913,4212456.66992188,8326.67440221318
119,113,Weston (113),154,50,28,33,6,1,272,142,32,46,42,2,0,264,168,42,34,36,5,4,289,172,40,67,36,3,1,319,159,41,44,37,4,2,286,0.02,-0.05,0.97,0,-0.4,-75%,0.1,11424,1391.80672268908,358.893557422969,385.15406162465,323.879551820728,35.0140056022409,17.5070028011205,2503.50140056022,2565667.50561523,10202.6367806186
120,103,Lawrence Park South (103),15,14,70,3,5,0,107,26,27,41,6,3,0,103,16,22,35,2,1,0,76,20,15,49,8,4,0,96,19,20,49,5,3,0,96,0.25,-0.32,0.4,3,3,N/A,0.26,16709,113.711173619008,119.695972230534,293.255131964809,29.9239930576336,17.9543958345802,0,574.540666706565,3242455.00488281,9777.91365127978
121,030,Brookhaven-Amesbury (30),65,29,19,24,5,0,142,97,31,41,16,8,0,193,93,21,25,20,1,0,160,90,21,26,17,6,0,160,86,26,28,19,5,0,164,-0.03,0,0.04,-0.15,5,N/A,0,18816,457.057823129252,138.180272108844,148.809523809524,100.977891156463,26.5731292517007,0,871.598639455782,3507376.79980469,8980.55639815805
122,019,Long Branch (19),56,8,22,12,1,0,99,63,13,30,14,4,0,124,60,13,27,5,0,0,105,61,13,26,9,3,0,112,60,12,26,10,2,0,110,0.02,0,-0.04,0.8,,N/A,0.07,14073,426.348326582818,85.2696653165636,184.750941519221,71.0580544304697,14.2116108860939,0,781.638598735167,2261863.13500977,7806.82562631422
123,132,Malvern (132),209,22,63,38,10,0,342,271,29,41,45,3,0,389,272,35,67,64,7,4,449,275,53,34,59,7,2,430,257,35,51,52,7,2,403,0.01,0.51,-0.49,-0.08,0,-50%,-0.04,35841,717.055885717474,97.6535252922631,142.29513685444,145.085237577077,19.5307050584526,5.58020144527217,1124.41059122234,8866608.61450195,12081.4691189196
124,083,Dufferin Grove (83),55,8,24,24,6,0,117,64,7,24,24,5,0,124,64,5,17,18,4,1,109,67,6,17,5,2,0,97,63,7,21,18,4,0,112,0.05,0.2,0,-0.72,-0.5,-100%,-0.11,16937,371.966700123989,41.3296333471099,123.98890004133,106.276200035425,23.6169333412056,0,661.274133553758,1387991.6796875,5148.34594910634
125,029,Maple Leaf (29),36,12,18,16,1,0,83,44,21,16,6,5,0,92,54,22,20,14,2,0,112,45,10,12,4,3,0,74,45,16,17,10,3,0,90,-0.17,-0.55,-0.4,-0.71,0.5,N/A,-0.34,16410,274.223034734918,97.5015234613041,103.595368677636,60.9384521633151,18.2815356489945,0,548.446069469835,2526540.40380859,6377.87648096061
126,012,Markland Wood (12),19,8,44,5,3,0,79,12,12,19,2,2,0,47,19,13,15,10,2,0,59,21,9,11,8,1,0,50,18,11,22,6,2,0,59,0.11,-0.31,-0.27,-0.2,-0.5,N/A,-0.15,17465,103.063269395935,62.9831090752934,125.966218150587,34.3544231319782,11.4514743773261,0,337.818494131119,2953849.18115234,7846.6457711505
127,116,Steeles (116),43,21,63,8,5,0,140,45,16,60,10,4,0,135,43,30,51,21,2,0,147,46,31,42,6,6,0,131,44,25,54,11,4,0,138,0.07,0.03,-0.18,-0.71,2,N/A,-0.11,24400,180.327868852459,102.459016393443,221.311475409836,45.0819672131148,16.3934426229508,0,565.573770491803,4561409.13989258,8943.85429541754
128,105,Lawrence Park North (105),26,23,34,0,4,1,88,25,22,39,6,5,0,97,26,13,32,4,3,0,78,35,25,30,6,5,0,101,28,21,34,4,4,0,91,0.35,0.92,-0.06,0.5,0.67,N/A,0.29,12472,224.502886465683,168.377164849262,272.610647851187,32.071840923669,32.071840923669,0,729.63438101347,2289962.71582031,6540.42123809135
129,100,Yonge-Eglinton (100),24,3,28,10,2,0,67,24,8,17,7,2,1,59,32,3,20,7,2,0,64,34,3,19,9,3,0,68,29,4,21,8,2,0,65,0.06,0,-0.05,0.29,0.5,N/A,0.06,15763,183.975131637379,25.3758802258453,133.223371185688,50.7517604516907,12.6879401129227,0,412.358053669987,1650450.93554688,5686.69098546528
130,017,Mimico (includes Humber Bay Shores) (17),203,34,59,9,10,0,315,200,33,66,24,15,1,339,241,34,48,12,17,1,353,341,40,58,22,14,1,476,246,35,58,17,14,1,371,0.41,0.18,0.21,0.83,-0.18,0%,0.35,28917,850.710654632223,121.036068748487,200.574056783207,58.7889476778366,48.4144274993948,3.45817339281392,1282.98232873396,7059230.96459961,23378.0313432876
131,135,Morningside (135),97,19,28,17,0,0,161,119,16,21,25,1,1,183,151,12,19,9,0,0,191,134,9,15,15,2,0,175,125,14,21,17,1,0,178,-0.11,-0.25,-0.21,0.67,,N/A,-0.08,20103,621.797741630602,69.6413470626275,104.462020593941,84.5644928617619,4.97438193304482,0,885.439984081978,5740335.67578125,13214.899326693
132,073,Moss Park (73),334,24,134,125,6,1,624,368,22,95,133,19,1,638,441,17,128,115,12,2,715,425,16,129,91,19,4,684,392,20,122,116,14,2,665,-0.04,-0.06,0.01,-0.21,0.58,100%,-0.04,18649,2101.98938280873,107.244356265752,654.190573221084,622.017266341359,75.0710493860261,10.7244356265752,3565.87484583624,1413053.09545898,6204.46522682385
133,084,Little Portugal (84),72,8,37,7,4,1,129,74,10,31,6,1,2,124,107,11,37,7,3,1,166,70,15,35,11,3,0,134,81,11,35,8,3,1,138,-0.35,0.36,-0.05,0.57,0,-100%,-0.19,15283,530.000654321795,71.9753975004907,229.012628410652,52.3457436367205,19.6296538637702,6.54321795459007,902.964077733429,1216355.27270508,5440.87472317877
134,064,Woodbine Corridor (64),86,5,34,10,3,0,138,63,8,22,15,3,3,114,74,7,44,5,2,0,132,83,4,28,11,2,0,128,77,6,32,10,3,1,128,0.12,-0.43,-0.36,1.2,0,N/A,-0.03,10034,767.390871038469,59.7966912497508,318.915686665338,99.6611520829181,29.8983456248754,9.96611520829181,1275.66274666135,1595693.59545898,5428.0298711687
135,050,Newtonbrook East (50),134,39,50,15,6,0,244,120,15,61,15,12,1,224,148,34,52,20,8,1,263,134,22,68,34,18,0,276,134,28,58,21,11,1,252,-0.09,-0.35,0.31,0.7,1.25,-100%,0.05,23195,577.710713515844,120.715671480923,250.053890924768,90.536753610692,47.4240137960767,4.31127398146152,1086.4410433283,4084743.61914063,8094.55392700477
136,130,Milliken (130),74,38,103,41,14,0,270,106,40,111,40,13,0,310,96,34,63,37,11,0,241,96,60,109,31,18,0,314,93,43,97,37,14,0,284,0,0.76,0.73,-0.16,0.64,N/A,0.3,30739,302.547252675754,139.88743940922,315.560037737077,120.368261817235,45.5447477146296,0,923.907739353915,9478172.59130859,16781.8234245223
137,046,Pleasant View (46),33,12,18,5,2,1,71,42,7,18,12,4,0,83,48,8,29,12,3,0,100,40,17,11,6,4,0,78,41,11,19,9,3,0,83,-0.17,1.13,-0.62,-0.5,0.33,N/A,-0.22,19042,215.313517487659,57.7670412771768,99.7794349333053,47.2639428631446,15.7546476210482,0,435.878584182334,2967511.88916016,7944.81171003902
138,094,Wychwood (94),51,5,33,10,3,0,102,63,16,31,12,1,0,123,62,19,32,10,5,0,128,56,14,41,17,5,0,133,58,14,34,12,4,0,122,-0.1,-0.26,0.28,0.7,0,N/A,0.04,7397,784.101662836285,189.265918615655,459.645802352305,162.22793024199,54.07597674733,0,1649.31729079357,1682071.96166992,5434.95931687187
139,056,Leaside-Bennington (56),42,8,42,7,9,0,108,29,14,34,12,5,1,95,44,4,31,9,3,0,91,42,4,31,11,5,0,93,39,8,35,10,6,0,97,-0.05,0,0,0.22,0.67,N/A,0.02,20308,192.042544809927,39.3933425251133,172.345873547371,49.2416781563916,29.5450068938349,0,477.644278116998,4784925.58203125,14836.6734877904
140,108,Briar Hill-Belgravia (108),109,20,48,33,10,0,220,140,17,37,22,3,0,219,124,22,34,41,4,0,225,112,15,37,34,5,1,204,121,19,39,33,6,0,217,-0.1,-0.32,0.09,-0.17,0.25,N/A,-0.09,4572,2646.54418197725,415.573053368329,853.018372703412,721.784776902887,131.233595800525,0,4746.28171478565,1830359.66870117,6289.79486352159
